rank,user,pagerank,betweenness,norm_indegree,in_degree,out_degree,composite,core_number,mean_sentiment,n_posts
348,Rugvedrc,0.0009427870055487497,0.0,0.08695652173913043,2,0,0.02646407132395863,2,0.10546666666666667,3
354,austinmw,0.0008802052753110394,8.126534418011822e-05,0.08695652173913043,2,1,0.02646341823511758,3,-0.07764000000000001,5
356,HasnainKhanNiazi,0.0009409754672357431,0.0,0.08695652173913043,2,0,0.026463346708633425,2,-0.3745,3
358,JulienRabault,0.0009371013795457829,0.0,0.08695652173913043,2,0,0.026461797073557444,2,0.19973333333333335,3
359,dpsommer,0.0009364048917904154,0.0,0.08695652173913043,2,0,0.026461518478455296,2,-0.21080000000000002,5
360,blue-keeper,0.000934007084975466,0.0,0.08695652173913043,2,0,0.026460559355729316,2,-0.6177333333333334,6
361,Christian-Browne,0.0009306206800178375,0.0,0.08695652173913043,2,0,0.026459204793746263,2,0.06399999999999999,3
362,Koolsiddude,0.0009269986867986009,0.0,0.08695652173913043,2,0,0.026457755996458568,2,-0.38666666666666666,3
366,us,0.0009201899727545775,0.0,0.08695652173913043,2,0,0.02645503251084096,2,0.5917333333333333,3
369,mcavdar,0.0009142561043491331,0.0,0.08695652173913043,2,0,0.026452658963478783,2,0.2467,4
374,amelmgn,0.0009038782399648289,0.0,0.08695652173913043,2,0,0.02644850781772506,2,0.3651,4
382,shiva-guntoju-09,0.0008994375616367468,0.0,0.08695652173913043,2,0,0.026446731546393827,2,0.5685666666666667,3
385,sardismart,0.0008937020009221514,0.0,0.08695652173913043,2,0,0.02644443732210799,2,0.01490000000000001,4
387,HOZHENWAI,0.0008910815153531312,0.0,0.08695652173913043,2,0,0.02644338912788038,2,0.22430000000000003,3
388,Raffa50,0.0008910815153531312,0.0,0.08695652173913043,2,0,0.02644338912788038,2,0.4644333333333333,3
392,Shaunak00,0.0008884200219038125,0.0,0.08695652173913043,2,0,0.026442324530500654,2,0.2087333333333333,3
393,HyxiaoGe,0.0008883128118351083,0.0,0.08695652173913043,2,0,0.02644228164647317,2,-0.17700000000000002,3
394,hjerbii,0.0008883128118351083,0.0,0.08695652173913043,2,0,0.02644228164647317,2,-0.20553333333333335,3
398,kryvokhyzha,0.0008802052753110394,0.0,0.08695652173913043,2,0,0.026439038631863546,2,-0.11229999999999998,5
400,kientv,0.0008802052753110394,0.0,0.08695652173913043,2,0,0.026439038631863546,2,-0.14718,5
401,reatang,0.0008802052753110394,0.0,0.08695652173913043,2,0,0.026439038631863546,2,0.12855,6
402,yosheng,0.0008802052753110394,0.0,0.08695652173913043,2,0,0.026439038631863546,2,0.16216666666666668,3
404,Fly-Playgroud,0.0030946775960679317,9.837383769172205e-05,0.043478260869565216,1,2,0.014310861450604253,2,0.20793999999999996,5
409,towseef41,0.000877486927874014,0.0009998963985670684,0.043478260869565216,1,5,0.01369444195158929,3,0.2182090909090909,11
410,untilhamza,0.0010892864577609972,0.0006486970456483121,0.043478260869565216,1,1,0.013673801957668458,2,0.23836666666666664,6
412,Hitendrasinhdata7,0.0009177920119273284,0.0007615655792318095,0.043478260869565216,1,10,0.01363906473941004,3,0.4836117647058823,17
413,zouw1,0.001425932095534245,0.0,0.043478260869565216,1,0,0.013613851099083262,1,0.17513333333333334,3
418,97tkddnjs,0.0012095170426800143,2.851415585267306e-06,0.043478260869565216,1,2,0.01352814050261715,2,0.2879285714285714,7
420,SCantergiani,0.0012095170426800143,0.0,0.043478260869565216,1,0,0.01352728507794157,1,-0.16490000000000002,3
428,th-cds,0.0012095170426800143,0.0,0.043478260869565216,1,0,0.01352728507794157,1,0.11283333333333333,3
429,angular-moon,0.0012095170426800143,0.0,0.043478260869565216,1,0,0.01352728507794157,1,-0.03033333333333334,3
